4,5,4,3
5,4,3,6
4,3,6,2
3,6,2,4
6,2,4,5
2,4,5,10
4,5,10,6
5,10,6,8
10,6,8,2
6,8,2,6
8,2,6,17
2,6,17,23
6,17,23,13
17,23,13,21
23,13,21,28
13,21,28,24
21,28,24,20
28,24,20,40
24,20,40,27
20,40,27,42
40,27,42,33
27,42,33,43
42,33,43,37
33,43,37,57
43,37,57,71
37,57,71,44
57,71,44,56
71,44,56,53
44,56,53,52
56,53,52,47
53,52,47,26
52,47,26,27
47,26,27,21
26,27,21,21
27,21,21,26
21,21,26,34
21,26,34,37
26,34,37,17
34,37,17,19
37,17,19,25
17,19,25,18
19,25,18,21
25,18,21,17
18,21,17,17
21,17,17,16
17,17,16,16
17,16,16,15
16,16,15,23
16,15,23,16
15,23,16,17
23,16,17,12
16,17,12,17
17,12,17,10
12,17,10,15
17,10,15,19
10,15,19,21
15,19,21,14
19,21,14,18
21,14,18,13
14,18,13,14
18,13,14,18
13,14,18,23
14,18,23,25
18,23,25,62
23,25,62,60
25,62,60,76
62,60,76,66
60,76,66,64
76,66,64,68
66,64,68,89
64,68,89,92
68,89,92,140
89,92,140,116
92,140,116,142
140,116,142,129
116,142,129,140
142,129,140,140
129,140,140,127
140,140,127,129
140,127,129,169
127,129,169,141
129,169,141,108
169,141,108,78
141,108,78,70
108,78,70,81
78,70,81,104
70,81,104,90
81,104,90,85
104,90,85,55
90,85,55,53
85,55,53,65
55,53,65,33
53,65,33,38
65,33,38,59
33,38,59,40
38,59,40,37
59,40,37,29
40,37,29,30
37,29,30,30
29,30,30,28
30,30,28,23
30,28,23,24
28,23,24,29
23,24,29,26
24,29,26,23
29,26,23,20
26,23,20,19
23,20,19,20
20,19,20,26
19,20,26,29
20,26,29,31
26,29,31,28
29,31,28,26
31,28,26,32
28,26,32,35
26,32,35,33
32,35,33,30
35,33,30,52
33,30,52,59
30,52,59,67
52,59,67,65
59,67,65,74
67,65,74,70
65,74,70,61
74,70,61,53
70,61,53,76
61,53,76,61
53,76,61,57
76,61,57,44
61,57,44,34
57,44,34,47
44,34,47,60
34,47,60,60
47,60,60,53
60,60,53,36
60,53,36,31
53,36,31,30
36,31,30,32
31,30,32,28
30,32,28,33
32,28,33,33
28,33,33,35
33,33,35,22
33,35,22,13
35,22,13,13
22,13,13,21
13,13,21,17
13,21,17,11
21,17,11,8
17,11,8,8
11,8,8,6
8,8,6,6
8,6,6,7
6,6,7,12
6,7,12,17
7,12,17,10
12,17,10,10
17,10,10,18
10,10,18,19
10,18,19,12
18,19,12,22
19,12,22,12
12,22,12,21
22,12,21,18
12,21,18,16
21,18,16,16
18,16,16,22
16,16,22,17
16,22,17,25
22,17,25,23
17,25,23,12
25,23,12,25
23,12,25,28
12,25,28,27
25,28,27,18
28,27,18,23
27,18,23,23
18,23,23,29
23,23,29,38
23,29,38,36
29,38,36,43
38,36,43,46
36,43,46,31
43,46,31,25
46,31,25,40
31,25,40,31
25,40,31,38
40,31,38,30
31,38,30,22
38,30,22,31
30,22,31,26
22,31,26,35
31,26,35,36
26,35,36,39
35,36,39,25
36,39,25,31
39,25,31,37
25,31,37,33
31,37,33,25
37,33,25,24
33,25,24,18
25,24,18,23
24,18,23,13
18,23,13,18
23,13,18,14
13,18,14,17
18,14,17,22
14,17,22,13
17,22,13,24
22,13,24,31
13,24,31,34
24,31,34,31
31,34,31,31
34,31,31,38
31,31,38,49
31,38,49,42
38,49,42,49
49,42,49,55
42,49,55,80
49,55,80,84
55,80,84,72
80,84,72,89
84,72,89,115
72,89,115,179
89,115,179,202
115,179,202,272
179,202,272,302
202,272,302,395
272,302,395,426
302,395,426,461
395,426,461,381
426,461,381,333
461,381,333,353
381,333,353,410
333,353,410,364
353,410,364,359
410,364,359,288
364,359,288,221
359,288,221,149
288,221,149,112
221,149,112,154
149,112,154,91
112,154,91,72
154,91,72,56
91,72,56,46
72,56,46,37
56,46,37,26
46,37,26,17
37,26,17,17
26,17,17,20
17,17,20,11
17,20,11,7
20,11,7,16
11,7,16,14
7,16,14,16
16,14,16,5
14,16,5,2
16,5,2,6
5,2,6,5
2,6,5,4
6,5,4,3
5,4,3,4
4,3,4,16
3,4,16,8
4,16,8,7
16,8,7,10
8,7,10,14
7,10,14,7
10,14,7,9
14,7,9,11
7,9,11,23
9,11,23,17
11,23,17,19
23,17,19,24
17,19,24,17
19,24,17,28
24,17,28,40
17,28,40,33
28,40,33,31
40,33,31,33
33,31,33,29
31,33,29,30
33,29,30,36
29,30,36,48
30,36,48,40
36,48,40,28
48,40,28,36
40,28,36,19
28,36,19,34
36,19,34,23
19,34,23,17
34,23,17,17
23,17,17,23
17,17,23,14
17,23,14,20
23,14,20,13
14,20,13,23
20,13,23,20
13,23,20,16
23,20,16,16
20,16,16,23
16,16,23,14
16,23,14,15
23,14,15,4
14,15,4,5
15,4,5,5
4,5,5,11
5,5,11,11
5,11,11,7
11,11,7,4
11,7,4,6
7,4,6,5
4,6,5,2
6,5,2,4
5,2,4,2
2,4,2,4
4,2,4,6
2,4,6,6
4,6,6,4
6,6,4,6
6,4,6,11
4,6,11,16
6,11,16,9
11,16,9,12
16,9,12,13
9,12,13,27
12,13,27,21
13,27,21,19
27,21,19,17
21,19,17,24
19,17,24,27
17,24,27,30
24,27,30,29
27,30,29,25
30,29,25,35
29,25,35,33
25,35,33,30
35,33,30,29
33,30,29,31
30,29,31,29
29,31,29,22
31,29,22,27
29,22,27,24
22,27,24,26
27,24,26,29
24,26,29,22
26,29,22,33
29,22,33,24
22,33,24,30
33,24,30,20
24,30,20,17
30,20,17,24
20,17,24,28
17,24,28,18
24,28,18,13
28,18,13,9
18,13,9,14
13,9,14,11
9,14,11,11
14,11,11,19
11,11,19,10
11,19,10,8
19,10,8,8
10,8,8,9
8,8,9,3
8,9,3,7
9,3,7,14
3,7,14,4
7,14,4,9
14,4,9,14
4,9,14,7
9,14,7,9
14,7,9,3
7,9,3,3
9,3,3,14
3,3,14,12
3,14,12,10
14,12,10,21
12,10,21,26
10,21,26,47
21,26,47,42
26,47,42,31
47,42,31,34
42,31,34,33
31,34,33,52
34,33,52,56
33,52,56,70
52,56,70,112
56,70,112,70
70,112,70,47
112,70,47,48
70,47,48,49
47,48,49,66
48,49,66,56
49,66,56,61
66,56,61,67
56,61,67,64
61,67,64,68
67,64,68,49
64,68,49,50
68,49,50,56
49,50,56,75
50,56,75,63
56,75,63,62
75,63,62,41
63,62,41,50
62,41,50,34
41,50,34,31
50,34,31,38
34,31,38,30
31,38,30,32
38,30,32,26
30,32,26,30
32,26,30,36
26,30,36,35
30,36,35,46
36,35,46,48
35,46,48,44
46,48,44,51
48,44,51,59
44,51,59,71
51,59,71,102
59,71,102,128
71,102,128,127
102,128,127,150
128,127,150,191
127,150,191,256
150,191,256,329
191,256,329,263
256,329,263,220
329,263,220,204
263,220,204,181
220,204,181,99
204,181,99,54
181,99,54,80
99,54,80,102
54,80,102,127
80,102,127,73
102,127,73,68
127,73,68,64
73,68,64,55
68,64,55,67
64,55,67,84
55,67,84,85
67,84,85,67
84,85,67,73
85,67,73,89
67,73,89,68
73,89,68,59
89,68,59,56
68,59,56,77
59,56,77,75
56,77,75,47
77,75,47,50
75,47,50,42
47,50,42,28
50,42,28,37
42,28,37,37
28,37,37,27
37,37,27,12
37,27,12,15
27,12,15,22
12,15,22,8
15,22,8,15
22,8,15,17
8,15,17,10
15,17,10,9
17,10,9,11
10,9,11,20
9,11,20,13
11,20,13,11
20,13,11,16
13,11,16,11
11,16,11,7
16,11,7,17
11,7,17,14
7,17,14,13
17,14,13,15
14,13,15,30
13,15,30,25
15,30,25,40
30,25,40,44
25,40,44,25
40,44,25,21
44,25,21,48
25,21,48,56
21,48,56,60
48,56,60,45
56,60,45,55
60,45,55,32
45,55,32,46
55,32,46,61
32,46,61,42
46,61,42,37
61,42,37,43
42,37,43,34
37,43,34,40
43,34,40,25
34,40,25,16
40,25,16,17
25,16,17,17
16,17,17,16
17,17,16,23
17,16,23,18
16,23,18,18
23,18,18,9
18,18,9,7
18,9,7,7
9,7,7,4
7,7,4,3
7,4,3,2
4,3,2,8
3,2,8,3
2,8,3,1
8,3,1,1
3,1,1,2
1,1,2,3
1,2,3,3
2,3,3,2
3,3,2,0
3,2,0,0
2,0,0,2
0,0,2,2
0,2,2,0
2,2,0,6
2,0,6,3
0,6,3,6
6,3,6,2
3,6,2,3
6,2,3,2
2,3,2,4
3,2,4,5
2,4,5,2
4,5,2,9
5,2,9,2
2,9,2,4
9,2,4,8
2,4,8,6
4,8,6,3
8,6,3,11
6,3,11,14
3,11,14,15
11,14,15,20
14,15,20,9
15,20,9,20
20,9,20,28
9,20,28,38
20,28,38,30
28,38,30,30
38,30,30,23
30,30,23,16
30,23,16,22
23,16,22,28
16,22,28,14
22,28,14,17
28,14,17,20
14,17,20,17
17,20,17,10
20,17,10,13
17,10,13,20
10,13,20,9
13,20,9,18
20,9,18,9
9,18,9,8
18,9,8,19
9,8,19,11
8,19,11,4
19,11,4,6
11,4,6,6
4,6,6,8
6,6,8,13
6,8,13,8
8,13,8,8
13,8,8,5
8,8,5,16
8,5,16,12
5,16,12,11
16,12,11,18
12,11,18,10
11,18,10,22
18,10,22,14
10,22,14,16
22,14,16,18
14,16,18,27
16,18,27,38
18,27,38,35
27,38,35,41
38,35,41,51
35,41,51,65
41,51,65,55
51,65,55,54
65,55,54,62
55,54,62,64
54,62,64,56
62,64,56,65
64,56,65,71
56,65,71,75
65,71,75,71
71,75,71,72
75,71,72,47
71,72,47,27
72,47,27,35
47,27,35,25
27,35,25,19
35,25,19,37
25,19,37,38
19,37,38,34
37,38,34,26
38,34,26,19
34,26,19,18
26,19,18,22
19,18,22,16
18,22,16,18
22,16,18,6
16,18,6,12
18,6,12,6
6,12,6,6
12,6,6,3
6,6,3,7
6,3,7,6
3,7,6,1
